611264,Mimosa Villas,D28,0 Mimosa Walk,807000,Semi-Detached House,Kumagai-Zenecon Construction Pte Ltd,999-year Leasehold,1987,N/A,48,https://www.propertyguru.com.sg/project/mimosa-villas-20977,"Mimosa Villas is a 999-year leasehold semi-detached house located at 32, Mimosa Walk, 807879 in District 28 Seletar. It comprises of 48 units. Mimosa Villas is close to Yio Chu Kang MRT Station and Ang Mo Kio MRT Station.  It is completed in 1987. Schools close to Mimosa Villas include, Anderson Secondary and Da Qiao Primary.  

Amenities near Mimosa Villas

Residents at Mimosa Villas can get to nearby supermarkets or shopping mall within the area for an array of amenities such as grocery and retail shopping, banks, eateries and more. 

Mimosa Villas is near to Shop N Save Ang Mo Kio Blk 525 and Shop N Save Serangoon North. It is also close to Ang Mo Kio Hub.

Vehicle owners can take Yio Chu Kang Road, Ang Mo Kio Avenue 5 and Central Expressway to get to the business hub or shopping district in the city."
611265,Ming Park,D20,0 Jalan Binchang,578000,Semi-Detached House,N/A,Freehold,1978,N/A,N/A,https://www.propertyguru.com.sg/project/ming-park-2205,"Ming Park is a freehold semi-detached housing development located at 29 Jalan Binchang, Singapore 578534, in District 20, minutes walk to Bishan MRT Station. Ming Park is close to Bishan Junction 8 shopping mall and Macritchie Reservoir Park.

Condo Amenities near Ming Park

Several feeder bus services are available near Ming Park. It is also close to several schools, such as Raffles Institution, Catholic High School, and Raffles Junior College.

Ming Park is also just minutes away from the stretch of eateries and restaurants located along Upper Thomson Road. Residents can head down to the aforementioned shopping mall for amenities such as supermarkets, restaurants, banks, boutique shops, library, cinema, and more. 

For vehicle owners, driving from Ming Park to either the business hub or the vibrant Orchard Road shopping district takes 15 - 20 minutes, via Central Expressway."
611266,Ming Teck Park,D10,0 Ming Teck Park,277000,Semi-Detached House,N/A,999-year Leasehold,N/A,N/A,N/A,https://www.propertyguru.com.sg/project/ming-teck-park-2206,"Ming Teck ParkMing Teck Park is a 999-year leasehold landed-housing development located at Ming Teck Park, in District 10. It is close to different MRT Stations, while Sixth Avenue MRT Station is very close to it. Other MRT Station is Sixth Avenue MRT Station, Tan Kah Kee MRT Station, and King Albert Park MRT Station. Local and International schools are also close to Ming Teck Park, Anglo-Chinese Junior College, Singapore Institute of Management(SIM), and Singapore Polytechnic(SP). Daily life necessities such as supermarkets, shopping malls, and banks, ATM, entertainment facilities and many more, all these facilities are available in the nearby shopping centers such as Holland Road Shopping Centre, Cold Stroage Guthrie House, and Hao Megamart. Ming Teck Park is comprised of different numbers of bedrooms with bathrooms at different sqft sizes.Ming Teck Park - Unique Selling PointsMing Teck Park is one of the best stunning Semi-Detached houses in the area. The exterior, as well as the interior of the building, is designed in a way that this simple house has been turned into a luxurious gem in the vicinity. It has a beautiful small garden and grassy place which is ideal to sit and relax or walk. Furthermore, the parking in the house is wide and can cater to the needs of a family. Above all, the layout of the building is ideal for a small family that wants to have a luxurious lifestyle at an affordable price. Lastly, the rooms in the house are bright and spacious which is another plus point of this building. The biggest unique feature is the amazing layouts and design of the building which provide all the necessary facilities that are required in the natural comfortable life. The right amount of sunshine and natural breeze can easily be accessed through the help of terraces and windows located in every unit. Furthermore, the layouts of units are designed in a way that it becomes ideal for small families. Ming Teck Park – AccessibilityMing Teck Park is close to many MRT Stations such as Sixth Avenue MRT Station, Tan Kah Kee MRT Station and King Albert Park MRT Station which are located few minutes walking distance away from Ming Teck Park. Ming Teck Park is also near to reputable local and international schools such as Park, Anglo-Chinese Junior College, Singapore Institute of Management(SIM), and Singapore Polytechnic(SP). These are 9 to 15 minutes walking distance away from Ming Teck Park. Shopping centers and the daily life necessities goods are available nearby shopping centers Ming Teck Park such as Holland Road Shopping Centre, Cold Stroage Guthrie House, and Hao Megamart. Ming Teck Park is close to Singapore Botanic Gardens and Holland Village. Vehicle owners take 10- 15 minutes to reach business hub and shopping centers of the city, via Ayer Rajah Expressway and Holland Road respectively. Ming Teck Park - AmenitiesSchools and Education near Ming Teck Park:Pat's Schoolhouse Sixth AvenueAnglo-Chinese Junior CollegeSingapore Institute of Management(SIM)Singapore Polytechnic(SP)Shopping near Ming Teck Park:Cold Storage Guthrie HouseHao MegamartDining near Ming Teck Park:6th Avenue Wanton MeeGood Eating Avenuego2eat Ming Teck Park - Project informationMing Teck Park is a 999-year leasehold landed-housing development. It has various numbers of bedrooms with bathrooms in different sqft area. The available are 4 bedrooms with 3 bathrooms at 3300 sqft area.Project Name: Ming Teck ParkDistrict: 10 Unit types for Ming Teck Park:4 bedrooms with 3 bathrooms (3300 sqft)Ming Teck Park - Nearby ProjectsThe following developments are in the same neighbourhood as Ming Teck Park:1 Draycott Park10 Tanglin120 Grange"
611267,Mistral Park,D16,0 Jalan Angin Laut,489000,Terraced House,Erishi Holdings Pte Ltd (Far East Organisation),Freehold,1995,N/A,49,https://www.propertyguru.com.sg/project/mistral-park-1453,"Mistral Park is a freehold
terraced-house development located at Toh Tuck Road in District 16 near Simei MRT station. Completed in 1995, it
comprises 49 units. It is located in the vicinity of Palmwoods and D’Manor condos.

Condo Amenities near Mistral Park
Mistral Park is located just minutes drive away from Eastpoint Mall, where a host of
amenities are readily available, such as retail outlets, supermarkets,
restaurants and eating establishments, banks, and other entertainment
facilities.

There are schools located in the vicinity, such as Junyuan Primary School and Changkat Changi Primary School. Recreational
facilities nearby include the Bedok Stadium and Bedok Swimming Complex which is just a short drive away.
For vehicle owners, travelling to the business hub from Mistral  Park takes
just above 20 minutes, via Upper Changi Road."
611268,Mosella,D13,0 Muswell Hill,358000,Bungalow House,Country Land Pte Ltd,Freehold,2013,N/A,N/A,https://www.propertyguru.com.sg/project/mosella-20980,"Mosella is a freehold bungalow house located at Muswell Hill in District 13 Braddell. Mosella is close to Lorong Chuan MRT Station and Woodleigh MRT Station. It is due to be completed in 2013. Schools close to Mosella include, Australian International and Saint Gabriel's Primary.  

Facilities in Mosella

Facilities at Mosella include swimming pool, lap pool and covered car park. 

Amenities near Mosella

Residents at Mosella can get to nearby supermarkets or shopping mall within the area for an array of amenities such as grocery and retail shopping, banks, eateries and more. 

Mosella is near to Junction 8 Shopping Mall. 

Vehicle owners can take Braddell Road, Lorong Chuan and Central Expressway to get to the business hub or shopping district in the city."
611269,Mount Echo Park,D10,0 Mount Echo Park,248000,Good Class Bungalow,N/A,Freehold,1987,N/A,31,https://www.propertyguru.com.sg/project/mount-echo-park-2219,"Mount Echo Park is a freehold landed-housing development located at Mount Echo Park, in District 10, minutes away from Redhill MRT Station. Completed in 1987, it comprises 31 units. Mount Echo Park is close to Camden Medical Centre and Singapore Botanic Gardens.

Condo Facilities at Mount Echo Park

Facilities at Mount Echo Park include a swimming pool.

Condo Amenities near Mount Echo Park

Several feeder bus services are available relatively near Mount Echo Park. It is also just minutes ride to several local and international schools, such as Crescent Girls' School  and New York University Tisch School of the Arts Asia. Residents can head down to the nearby shopping malls such as Valley Point for amenities such as supermarkets, restaurants, shops, and more. 

For vehicle owners, driving from Mount Echo Park to either the business hub or the vibrant Orchard Road shopping district takes 10 - 15 minutes, via River Valley Road and Jervois Road respectively."
611270,Mt Sinai Residences,D10,0 Mount Sinai Lane,270000,Detached House,Azec Holdings And Realty Pte Ltd,999-year Leasehold,2011,N/A,8,https://www.propertyguru.com.sg/project/mt-sinai-residences-20981,"Mt Sinai ResidencesMt Sinai Residences is a leasehold detached housing development that is located at Mount Sinai Lane in District 10. It is a detached housing project that was completed recently. The project was completed in 2011 with a total of 8 units available for sale or rent. The detached housing development is located close to public transportation that allows residents to move easily from one place to another from the detached housing. There are many shops and amenities close to the detached housing development which would ease the process for residents and they do not need to go far to find what they need. The project was developed by Azec Holdings And Realty Pte Ltd.Mt Sinai Residences - Unique Selling PointMt Sinai Residences is a beautiful detached housing development that has many charms to it. There are various facilities that residents can enjoy while living in Mt Sinai Residences. Residents of Mt Sinai Residences would not have to travel far to get their basic necessities as everything is close within their reach. Residents can enjoy the shops, eateries and malls in the surrounding area. They cal also spend time in the parks during their free time and enjoy some quality time with the family as well. After all, it would be a good escape from their busy daily working life.Mt Sinai Residences – AccessibilityThere is a number of public transportation close to Mt Sinai Residences that residents can make use of. The closest MRT station is Dover MRT. The closest bus stops are located at Cold Storage Jelita, Tan Boon Chong Avenue, Henry Park, Evian Condo and after Mount Sinai Lane. For those with vehicles, the shopping district located at Orchard Road can be easily accessed via the Central Holland Road, Commonwealth Avenue N and Tanglin Road in 15 to 20 minutes.Mt Sinai Residences - Amenities Dining near Mt Sinai Residences Kwong Ho Seafood Fish Head SteamboatMr Crab Seafood RestaurantAsam Pedas ClaypotJW Korean Food StoriesLee Wee & Brothers’ OtahSchools and Education Institute near Mt Sinai Residences Henry Park Primary SchoolBetween Two TreesMount Sinai CollegeSingapore Centre For Chinese LanguageLittle Ones KindergartenMedical Centres/ Clinics near Mt Sinai Residences International Medical ClinicKo Djeng Dental CentreSwiss ClinicHealthlink Family Clinic & SurgeryVictory Clinic & SurgeryShopping Malls and Shops near Mt Sinai Residences Cold Storage JelitaGiant Express – Ghim MohSheng SiongCasabella Mini - MartFairPrice Ghim Moh LinkMt Sinai Residences - Project InformationMt Sinai Residences is a detached housing development that is made up of a total of 8 units of detached housings. There are 2 unit types available with various layouts that residents can browse through. The size of the units ranges between 6,039 square feet to 8,073 square feet. The layouts for the units in Mt Sinai Residences aim to provide residents with homes that is comfortable for working adults, couples or families looking to own a spacious and manageable detached housing unit. The sale price for the units ranges between S$ 4,250,000 to S$ 4,500,000.Project Name: Mt Sinai ResidencesType: Detached housingDistrict: 10Configuration: 159 residential unitsUnit Types:4 bedrooms (6,039 sqft - 8,073 sqft)5 bedrooms (8,073 sqft)Mt Sinai Residences - Nearby ProjectsThe following developments are in the same neighborhood as Mt Sinai Residences:Boulevard 88d'Leedon (Former Farrer Court)Nouvel 18Royalgreen3 Orchard By-The-ParkFourth Avenue Residences"
611271,Mugliston Hill,D28,0 Mugliston Park,798000,Terraced House,N/A,Freehold,1970,N/A,N/A,https://www.propertyguru.com.sg/project/mugliston-hill-1092,"Mugliston Hill is a freehold Terraced House located at, Mugliston Park, Singapore – 798561, in district 28, near Buangkok Mrt, Sengkang MRT and Hougang MRT Stations. It is located near Gerald park.

Condo Amenities near Mugliston Hill
Mugliston Hill has a host of amenities that are readily available, such as major shopping centres, supermarkets, restaurants and eating establishments, banks, library, cinemas and other entertainment facilities.
The schools in the vicinity are, Pei Hwa Secondary School, Hougang Primary School and Fernvale Primary School"
611272,Mun Wah Garden,D26,0 Tung Po Avenue,787000,Semi-Detached House,Tai Heng Development (Pte) Ltd,Freehold,N/A,N/A,N/A,https://www.propertyguru.com.sg/project/mun-wah-garden-20982,"Mun Wah Garden is a freehold semi-detached house located at 5, Tung Po Avenue, 787151 in District 26 Upper Thomson. Mun Wah Garden is close to Yio Chug Kang MRT Station and Ang Mo Kio MRT Station. Schools close to Mun Wah Garden include, Anderson Primary and Yio Chu Kang Secondary  

Amenities near Mun Wah Garden

Residents at Mun Wah Garden can get to nearby supermarkets or shopping mall within the area for an array of amenities such as grocery and retail shopping, banks, eateries and more. 

Mun Wah Garden is near to Shop N Save Jalan Kuras and Shop 'N' Save Ang Mo Kio Avenue 4. 

Vehicle owners can take Yio Chu Kang Road, Upper Thomson Road and Central Expressway to get to the business hub or shopping district in the city."
611273,Namly Court,D10,0 Bukit Timah Road,269000,Terraced House,Hospitality Associates Pte Ltd,Freehold,1998,N/A,7,https://www.propertyguru.com.sg/project/namly-court-20984,"Namly CourtNamly Court is a freehold terraced house located at Bukit Timah Road in District 10 Bukit Timah. It comprises of 7 units. Namly Court is developed by Hospitality Associates Pte Ltd. There are different MRT Stations such as Farrer Road MRT Station and Botanic Gardens MRT Station are close to Namly Court. Different famous schools of the area such as National Junior College and Nanyang Girls' High School are available just on the doorstep of Namly Court. Different amenities such as grocery, retail shopping, banks, eateries supermarkets and more are near to Namly Court. Namly Court is near to Cold Storage and Cheers. Vehicle owners use different ways such as Bukit Timah Road, Dunearn Road, Pan Island Expressway (PIE) and Central Expressway to reach to the business hub and shopping district of the city. Namly Court has a total of 7 number of units with different size and number of bedrooms and bathrooms are available in it.Namly Court - Unique Selling PointsThe location of Namly Court is its biggest unique feature as it is ideal for singles as well as for families. It is ideal for single because they can easily access all the facilities required in a single life. There is a wide stretch of eateries and restaurants just a stone throw away from the building. It is ideal for families as the vicinity around the building is ideal for grooming kids. Furthermore, the area around the development is very quiet and peaceful which further complement the peaceful and quiet environment of the building.Namly Court – AccessibilityNamly Court is just a few minutes walking distances from the different MRT Stations of the area. These MRT Stations are Sixth Avenu MRT Station, Tan Kah Kee MRT Station, Farrer Road MRT Station, and Botanic Gardens MRT Station. All these stations are available in just 6 to 18 minutes walking distance from Namly Court. Different schools of the area such as Nanyang Girls' High School, Hwa Chong International School, National Junior College, and Raffles Girl’s Primary School are available from 2 to 8 minutes walking distance from Namly Court. Other important necessities of life such as grocery, retail shopping, banks, eateries supermarkets, entertainment places, library and more are available at Cold Storage and Cheers, while Cold Storage and Cheers are few minutes ride away from Namly Court.Namly Court - Amenities Schools and Education near Namly Court:EtonHouse Zhong Hua Pre-SchoolNational Junior CollegeNanyang Girls' High SchoolShopping near Namly Court:Cold Storage Guthrie HouseCold Storage GreenwoodHAO MegamartDining near Namly Court:cutQ - Takeaway FoodCarusoThe Cheese Artisans Namly Court - Project informationNamly Court freehold terraced house. It has total of 7 number of units and completed in 1998.Project Name: Namly CourtDistrict: 10Configuration: 07 residential units Unit types for Namly Court:Studio rooms with shared bathroomsStudio units with private bathroomsDeluxe rooms with shared bathroomsDeluxe rooms with private bathroomsNamly Court - Nearby Projects The following developments are in the same neighbourhood as Namly Court:1 Draycott Park10 Tanglin120 Grange"
611274,New Soo Chow Gardens,D20,0 Soo Chow Way,575000,Terraced House,N/A,Freehold,N/A,N/A,N/A,https://www.propertyguru.com.sg/project/new-soo-chow-gardens-883,"New Soo Chow Gardens is a freehold terraced house development located at 1 Soo Chow Way, Singapore 575302 in District 20 near Marymount MRT Station. Completed in 1970, it is located in the vincinity of landmarks like Lim Bo Seng Memorial and MacRitchie Reservoir Park.

Condo Amenities near New Soo Chow Gardens
New Soo Chow Gardens is located within walking distance of shopping centres like Thomson Plaza and Sin Ming Plaza where a host of amenities are readily available, such as supermarkets, restaurants and food courts, banks, and entertainment facilities.

Educational institutions located nearby include Ai Tong School and Bishan Park Secondary School."
611275,Nim Collection,D28,1 Nim Terrace,804360,Terraced House,Bukit Sembawang Estates Limited,99-year Leasehold,2021,3,98,https://www.propertyguru.com.sg/project/nim-collection-23373,"Nim CollectionNim Collection is leasehold terraced housing development that is located at Nim Terrace in District 28. It is an ongoing housing project. The project will be completed in 2021 with a total of 98 units available for sale or rent. The terraced housing development is located close to public transportation that allows residents to move easily from one place to another from the terraced house. There are many shops and amenities close to the housing development which would ease the process for residents and they do not need to go far to find what they need.The project is being developed by Bukit Sembawang Estates Limited, a mid-scale property developed listed on Singapore Exchange and the company has developed 19 property projects in Singapore.Nim Collection - Unique Selling PointNim Collection is a beautiful housing development that has many charms to it. There are various facilities that residents can enjoy while living in Nim Collection. Residents of Nim Collection would not have to travel far to get their basic necessities as everything is close within their reach. Residents can enjoy the community garden as well as the car parks that are readily available for their usage. Residents can also enjoy the exclusivity and privacy that Nim Collection residency has to offer since it is a landed property that is well guarded.Nim Collection - AccessibilityThere is a number of public transportation close to Nim Collection that residents can make use of. The closest bus stops are located at Techplace 2, The Greenwich, after Seagate and opposite Block 5060. For those with vehicles, the shopping district located at Orchard Road can be easily accessed via Devonshire Road, Killiney Road, River Valley Road Grange Road and Somerset Road in 10 to 15 minutes.Nim Collection - Amenities & AttractionsDining near Nim Collection Haruyuki Japanese RestaurantTan Boon WahKian Lai Heng RestaurantTeng ShengBee Keong RestaurantSchools and Education Institute near Nim Collection Apsn Chaoyang SchoolChaoyang SchoolDa Qiao Primary SchoolSunflower Kinderhub LLPStar Learners @ Sengkang WestMedical Centres/ Clinics near Nim Collection Bewell ClinicStmicroelectronics Pte LtdDental ClinicPrime Tech SolutionsGuardian SingaporeShopping Outlets near Nim Collection Greenwich VPopular WarehouseSupermarket near Nim Collection FairPrice - Ang Mo KioEast Asia TradingCold Storage GreenwichChwee Song SuppliesNim Collection - Project InformationNim Collection is a terraced house development that is made up of a total of 98 units of 3-storey high terraced house. There are 3 unit types available with various layouts that residents can browse through. The size for the unit ranges between 4,198 square feet to 5,425 square feet. The layouts for the units in Nim Collection aim to provide residents with homes that is comfortable for working adults, couples or families looking to own a spacious and manageable terraced house unit. The sale price for the units ranges between S$ 2,648,880 to S$ 4,680,000. Project Name: Nim CollectionType: Terrraced houseDistrict: 28Configuration: 98 residential unitsUnit Types:Corner Terrace (4,198 sqft – 4,768 sqft)Inter Terrace (4,252 sqft – 4,790 sqft)Semi-Detached (5,102 sqft – 5,425 sqft)Nim Collection - Related ProjectsThe following developments are projects developed by the same developer of Nim Collection:Parc MondrianPaterson SuitesSkyline ResidencesThe Vermont On Cairnhill8 St ThomasNim Collection - Nearby ProjectsThe following developments are in the same neighborhood as Nim Collection:High Park ResidencesSeletar Park ResidenceParc BotanniaRiverbank at FernvaleBelgravia GreenThe Greenwich"
611276,Northill,D25,0 Jalan Kasau,739000,Semi-Detached House,N/A,Freehold,1998,N/A,N/A,https://www.propertyguru.com.sg/project/northill-2241,"Northill is a freehold semi-detached housing development located at 79 Jalan Kasau, Singapore 739679, in District 25, minutes away from Kranji MRT Station. It was completed in 1998. Northill is close to Singapore Turf Club and Singapore Zoological Gardens. 

Condo Amenities near Northill

Northill is located just minutes ride to several schools, such as Singapore American School, Singapore Sports School, and Republic Polytechnic. There are also several bus services available relatively near the development. 

Northill is also minutes away from Woodlands Town Centre, where residents can find amenities such as supermarkets, restaurants, banks, cinema, boutique shops, library, and more. 

For vehicle owners, driving from Northill to either the business hub or the vibrant Orchard Road shopping district takes about 30 minutes, via Bukit Timah Expressway and Central Expressway respectively."
611277,Northshore Bungalows,D19,0 Ponggol Seventeenth Avenue,829000,Detached House,Lkn Development Pte Ltd,Freehold,1995,N/A,22,https://www.propertyguru.com.sg/project/northshore-bungalows-2251,"Northshore BungalowsNorthshore Bungalows is a freehold detached housing development that is located at Punggol Seventeenth Avenue in District 19. It is a detached housing project that was completed a while back. The project was completed in 1995 with a total of 22 units available for sale or rent. The detached housing development is located close to public transportation that allows residents to move easily from one place to another from the detached housing. There are many shops and amenities close to the detached housing development which would ease the process for residents and they do not need to go far to find what they need. The project was developed by Lkn Development Pte Ltd.Northshore Bungalows - Unique Selling PointNorthshore Bungalows is a beautiful detached housing development that has many charms to it. There are various facilities that residents can enjoy while living in Northshore Bungalows. Residents of Northshore Bungalows would not have to travel far to get their necessities as everything is close within their reach. Residents can enjoy the clubhouse, squash court and tennis courts. Residents can enjoy taking evening walks around the detached housing development or take a dip in the pool on a hot day. Residents can enjoy taking walks around the area during the evenings while enjoying the sun set during their free time. The detached housing comes equipped with 24 hours security system to ensure the safety of residents is taken care of at all times.Northshore Bungalows – AccessibilityThere is a number of public transportation close to Northshore Bungalows that residents can make use of. The closest bus stops are located at Samudera Station, Punggol Point, Nibong Station, Sam Kee, Punggol Road End and after Punggol Drive. For those with vehicles, the shopping district located at Orchard Road can be easily accessed via the Central Expressway, Kallang – Paya Besar Expressway and Nicoll Highway in 25 to 30 minutes.Northshore Bungalows - Amenities Schools and Education Institute near Northshore Bungalows Punggol Cove Primary SchoolThe Growing AcademyLittle Footprints Preschool (Punggol Beach)Dayspring Child Care Centre LLPFulshor Government Primary SchoolDining near Northshore Bungalows Channel SamWing Zone PunggolSumang Nasi PadangOur Secret Herb GardenTrunk 95 at Bay Seaside Thai CuisineMedical Centres/ Clinics near Northshore Bungalows Penhealth Family ClinicA1 Medical CentreOneDoctors Family Clinic (Punggol)Etern Medical Clinic (Punggol Sumang LRT)Prohealth Medical GroupSupermarket near Northshore Bungalows Sheng Siong SupermarketNorthshore Bungalows - Project Information   Northshore Bungalows is a detached housing development that is made up of a total of 22 units of detached housing units. There is only 1 type of unit available with various layouts that residents can browse through. The size of the units ranges between 10,430 square feet to 10,850 square feet. The layouts for the units in Northshore Bungalows aim to provide residents with homes that is comfortable for working adults, couples or families looking to own a spacious and manageable detached housing unit. The sale price for the units ranges between S$ 3,580,000 to S$ 13,888,888.Project Name: Northshore BungalowsType: Detached housingDistrict: 19Configuration: 22 residential unitsUnit Types:7 bedrooms (10,430 sqft - 10,850 sqft)Northshore Bungalows - Nearby ProjectsThe following developments are in the same neighborhood as Northshore Bungalows:The Florence ResidencesAffinity At SerangoonRiverfront ResidencesLa FiestaKingsford WaterbaySengkang Grand Residences"
611278,Oak Villas,D10,0 Maple Avenue,277000,Detached House,Manston Land Pte Ltd,Freehold,2003,N/A,N/A,https://www.propertyguru.com.sg/project/oak-villas-20989,"Oak Villas is a freehold detached house located at Maple Avenue in District 10 Holland Road. Oak Villas is close to Bukit Timah MRT Station.  It is completed in 2003. 

Amenities near Oak Villas

Residents at Oak Villas can get to nearby supermarkets or shopping mall within the area for an array of amenities such as grocery and retail shopping, banks, eateries and more. 

Oak Villas is near to Bukit Timah Plaza and Beauty World Plaza. 

Vehicle owners can take Dunearn Road, Bukit Timah Road, Pan Island Expressway (PIE) and Central Expressway to get to the business hub or shopping district in the city."
611279,Oasis @ Mulberry,D13,0 Chempaka Avenue,340000,Terraced House,Tan Chong Land Company Pte Ltd,Freehold,2006,N/A,77,https://www.propertyguru.com.sg/project/oasis-mulberry-762,"Oasis at Mulberry
Oasis at Mulberry is a freehold apartment located at, 99 Belimbing Avenue, Singapore 347489, in District 13 near Potong Pasir MRT, Woodleigh MRT and Bartley MRT Stations Completed in 2006, it consists of 77 units. It is located near, Jackson Food centre and Aljunied Park.

Condo Amenities near Oasis at Mulberry
Oasis at Mulberry has a whole range of amenities that are readily available, such as shopping centres, supermarkets, restaurants and eating establishments and banks.

There are some prestigious schools such as, Cedar Primary School, Canossa Convent Primary School, Macpherson Primary School and Cedar Girls Secondary School.

For vehicle owners, driving to either the Central Business District (CBD) or Orchard Road from Oasis @ Mulberry takes 15 – 20 minutes via Central Expressway."
611280,Ocean 8,D04,0 Ocean Drive,98000,Terraced House,IJM Properties Sdn Bhd,99-year Leasehold,2010,N/A,8,https://www.propertyguru.com.sg/project/ocean-8-693,"Ocean 8Located at Ocean Drive, 098000, City & South West in District 4, Ocean 8 is made up of 8 units of 99 year leasehold terraced houses developed by IJM Properties Sdn. Bhd. IJM Properties is a world class Malaysian based developer that has projects across Malaysia, as well as in Singapore, China and the United Kingdom. IJM’s drive for excellence has won it numerous awards throughout the years, including the most prestigious FIABCI Prix d’Excellence Award.Ocean 8 – Unique Selling PointsOcean 8 is made up of 8 terraced houses located on Sentosa Island itself. These luxurious houses are beautifully designed, with layouts that are spacious, yet cosy. Standing at two storeys with an attic and a basement , these lovely houses have their own waterway that give homeowners the luxurious indulgence of mooring their yacht right outside their homes. With both indoor and outdoor dining areas, homeowners can choose where to have their meals – in the luxury of their homes, or in the breezy tranquil outdoors. The wide spaces in the homes also give homeowners the option to turn use each space according their whims and fancies. With a lap pool, spa pool, clubhouse, gymnasium & fitness station, roof garden, playground, reflexology path, and a multi-purpose hall, Ocean 8 is definitely not short of facilities for residents to enjoy and relax.Ocean 8 – AccessibilityOcean 8 is just a few minutes drive to the Tanjong Pagar MRT Station, Marina Bay MRT Station as well as the Habourfront MRT Station. While there are many activities that residents can do on Sentosa Island, one does need a vehicle to be able to get around without difficulty. Ocean 8 is about a half hour drive to both the business hub (via Eu Tong Sen Street) and the Orchard Road shopping district (via Tanglin Road). Ocean 8 is also close to the one stop shopping center Vivocity, Siloso Beach as well as the 18-hole Sentosa Golf Club.Ocean 8 – AmenitiesDining near Ocean 8Two Chefs Bar Mexican & ItalianSabio by the Sea, Tapas Bar & GrillGreenwood Fish Market @Quayside IsleBlue Lotus - Chinese Eating HouseSolePomodoro Trattoria PizzeriaShopping near Ocean 8 Jasons The Gourmet GrocerQuayside IsleSchools and education near Ocean 8:Quayside Isle Preparatory SchoolInvictus International SchoolFY Institue of TechnologyRiver Valley High SchoolOcean 8 – Project InformationDeveloped by IJM Properties Sdn. Bhd., Ocean 8 terraced houses was completed in 2010. Relatively new, this development is located in Sentosa Island itself, and has a total of 8 beautifullly designed units. Each unit is 2 storeys with an attic and a basement, and the land size is approximately 3860 square feet. The selling price of Ocean 8 is S$7,950,000 per unit, which breaks down to S$2061 per square feet; while the rental price per unit is S$13,000.Project Name: Ocean 8Type: Terraced HouseDistrict: 4Configuration: 8 unitsUnit Types:2 storey with attic and basement , 4 bedroom 6 bathroom (3849-3860 sqft)Ocean 8 – Nearby ProjectsThe following developments are in the same neighbourhood as Ocean 8:Cape RoyaleCapella The Club Residences SingaporeCaribbean @ Keppel BayCoral IslandCorals @ Keppel Bay"
611281,Odeon Seaside Park,D15,0 East Coast Road,428000,Terraced House,N/A,Freehold,N/A,N/A,N/A,https://www.propertyguru.com.sg/project/odeon-seaside-park-2255,"Odeon Seaside Park is a freehold terraced-housing development located at East Coast Road, in District 15, minutes away from Dakota MRT Station.  Odeon Seaside Park is close to East Coast Park and Parkland Golf Driving Range.
Condo Amenities near Odeon Seaside Park

Several feeder bus services are available near Odeon Seaside Park. It is also minutes ride to several schools, such as St Patrick’s Secondary School, Tanjong Katong Girls’ School, and Chung Cheng High School.
Odeon Seaside Park is also minutes away from the stretch of eateries and restaurants located at East Coast Road. Residents can head down to the nearby Parkway Parade shopping mall for amenities such as supermarkets, restaurants, banks, boutique shops, eateries, and more. 

For vehicle owners, driving from Odeon Seaside Park to either the business hub or the vibrant Orchard Road shopping district takes about 15 minutes, via East Coast Parkway."
